2.281250000000000000e+00,-1.570543527603149414e+00,1.387156009674072266e+00,1.263671875000000000e+00,-1.770500779151916504e+00,1.548590183258056641e+00,1.481445312500000000e+00,-1.771599531173706055e+00,1.070644736289978027e+00,4.307430684566497803e-01,0.000000000000000000e+00,2.142220497131347656e+00
1.040039062500000000e+00,1.812982559204101562e+00,5.980745553970336914e-01,1.048828125000000000e+00,1.337992548942565918e+00,9.758203625679016113e-01,7.402343750000000000e-01,1.576769351959228516e+00,1.432653665542602539e+00,1.005311250686645508e+00,1.038364171981811523e+00,1.416991114616394043e+00
1.558593750000000000e+00,6.685384511947631836e-01,2.499874830245971680e+00,1.800781250000000000e+00,3.431501090526580811e-01,2.660340785980224609e+00,4.179687500000000000e+00,5.121616125106811523e-01,2.626152038574218750e+00,4.513501167297363281e+00,5.607869029045104980e-01,2.793590068817138672e+00
1.060546875000000000e+00,-1.361980080604553223e+00,-4.574266076087951660e-01,5.688476562500000000e-01,-6.377758383750915527e-01,2.140634655952453613e-01,7.211914062500000000e-01,-8.402966260910034180e-01,-4.489465355873107910e-01,6.085199117660522461e-01,0.000000000000000000e+00,7.664570212364196777e-01
9.287109375000000000e-01,-2.216193199157714844e+00,-1.199850320816040039e+00,4.770507812500000000e-01,-2.394909620285034180e+00,-3.433652222156524658e-01,7.758789062500000000e-01,-1.819574594497680664e+00,-1.022109150886535645e+00,4.071630477905273438e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.636230468750000000e-01,-1.406109809875488281e+00,-2.799983263015747070e+00,8.725585937500000000e-01,-1.333048462867736816e+00,-2.136970758438110352e+00,2.097656250000000000e+00,-1.834406614303588867e+00,-2.513255596160888672e+00,2.192849874496459961e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.437500000000000000e+00,2.317819833755493164e+00,-1.597505688667297363e+00,2.955078125000000000e+00,2.127567291259765625e+00,-1.809531211853027344e+00,1.035156250000000000e+00,2.259407281875610352e+00,-1.750434637069702148e+00,1.124007582664489746e+00,1.736977338790893555e+00,0.000000000000000000e+00
5.854492187500000000e-01,1.823786199092864990e-01,-1.339206814765930176e+00,9.399414062500000000e-01,-3.977172076702117920e-01,-8.523789048194885254e-01,8.486328125000000000e-01,-4.129154384136199951e-01,-6.523553729057312012e-01,2.687808275222778320e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.486328125000000000e+00,-1.251747131347656250e+00,1.973016023635864258e+00,3.675781250000000000e+00,-1.208349823951721191e+00,2.163545370101928711e+00,1.333007812500000000e+00,-1.065889477729797363e+00,2.422722816467285156e+00,1.943307161331176758e+00,0.000000000000000000e+00,1.856494665145874023e+00
1.375976562500000000e+00,2.128482818603515625e+00,2.684938192367553711e+00,1.310546875000000000e+00,2.047547817230224609e+00,3.088953971862792969e+00,9.565429687500000000e-01,2.322763681411743164e+00,2.804177999496459961e+00,1.474337577819824219e+00,1.635672807693481445e+00,2.411299705505371094e+00
2.625000000000000000e+00,1.819208383560180664e+00,2.713172435760498047e+00,1.724609375000000000e+00,1.983825206756591797e+00,3.079678058624267578e+00,1.030273437500000000e+00,1.970824360847473145e+00,-3.059165954589843750e+00,6.684732437133789062e-01,2.414189815521240234e+00,2.659328460693359375e+00
2.203125000000000000e+00,-1.426618218421936035e+00,-1.142706274986267090e+00,1.053710937500000000e+00,-1.081087708473205566e+00,-1.614786028861999512e+00,5.556640625000000000e-01,-9.311197400093078613e-01,-1.583842873573303223e+00,0.000000000000000000e+00,2.710065841674804688e+00,9.168126583099365234e-01
